121.22685092,31.32627956,5
121.22684856,31.32627382,5
121.22684854,31.32627370,4
121.22695942,31.32623336,4
121.22707739,31.32619199,4
121.22718339,31.32615729,4
121.22728714,31.32612261,5
121.22728701,31.32612256,5
121.22728722,31.32612260,5
121.22728932,31.32612495,4
121.22740158,31.32609255,4
121.22752674,31.32605812,5
121.22752667,31.32605809,4
121.22761617,31.32603322,4
121.22767230,31.32602302,4
121.22776632,31.32600104,4
121.22788965,31.32597421,4
121.22800030,31.32595190,4
121.22811661,31.32593087,4
121.22826677,31.32590801,5
121.22826668,31.32590618,4
121.22837485,31.32589250,5
121.22838105,31.32588972,4
121.22854113,31.32587009,4
121.22870138,31.32586688,5
121.22869497,31.32586109,5
121.22870103,31.32585420,4
121.22880679,31.32584532,4
121.22893720,31.32583670,4
121.22911023,31.32583044,4
121.22924527,31.32582852,4
121.22936878,31.32582865,4
121.22951320,31.32583153,4
