121.23003633,31.32586197,4
121.23014860,31.32587391,4
121.23030035,31.32589295,4
121.23041482,31.32590896,4
121.23052418,31.32592621,4
121.23065357,31.32594904,4
121.23081659,31.32598135,4
121.23099810,31.32602255,4
121.23114921,31.32606009,4
121.23133198,31.32610961,4
121.23145375,31.32614416,4
121.23160044,31.32619218,4
121.23175837,31.32624733,4
121.23195695,31.32632694,5
121.23196168,31.32632583,4
121.23211236,31.32639414,5
121.23210614,31.32638492,4
121.23225192,31.32644850,5
121.23225179,31.32644851,4
121.23238078,31.32650907,5
121.23238087,31.32650907,4
121.23253824,31.32658731,5
121.23253825,31.32658732,4
121.23273719,31.32671541,5
121.23274577,31.32670427,4
121.23296283,31.32682966,4
