121.22414328,31.32826190,4
121.22419438,31.32819591,5
121.22419482,31.32819411,4
121.22426859,31.32811063,5
121.22427060,31.32811260,5
121.22427076,31.32811304,4
121.22431788,31.32804163,4
121.22439886,31.32794693,4
121.22447115,31.32786567,4
121.22453755,31.32779433,4
121.22460308,31.32772631,5
121.22460308,31.32772642,5
121.22460094,31.32772817,4
121.22467511,31.32765344,4
121.22474422,31.32758637,4
121.22484091,31.32750085,5
121.22483995,31.32749692,4
121.22493735,31.32740966,4
121.22502221,31.32733668,4
121.22513313,31.32725075,5
121.22513606,31.32724397,4
121.22522949,31.32717061,4
121.22537125,31.32706574,5
121.22537124,31.32706578,4
121.22549085,31.32698173,4
121.22558622,31.32691729,5
121.22558626,31.32691728,4
121.22571353,31.32683699,5
121.22571471,31.32683522,4
121.22580644,31.32677926,4
121.22592554,31.32670981,4
121.22605574,31.32663742,4
121.22617225,31.32657617,4
121.22628205,31.32651830,4
121.22635306,31.32648669,4
