121.22972601,31.33209551,2
121.22972254,31.33209647,4
121.22974255,31.33197172,4
121.22975509,31.33191256,4
121.22977424,31.33183670,4
121.22980149,31.33177245,4
121.22983042,31.33169753,4
121.22985709,31.33163155,4
121.22988916,31.33155896,4
121.22992728,31.33148894,5
121.22992462,31.33148736,5
121.22995869,31.33142427,4
121.22999142,31.33136747,4
121.23003592,31.33129606,4
121.23008275,31.33122646,4
121.23012352,31.33117007,4
121.23017272,31.33110773,4
121.23022756,31.33104251,4
121.23027451,31.33098970,4
121.23033216,31.33092933,4
121.23037516,31.33088702,4
121.23041186,31.33085194,4
