121.22645021,31.32661597,5
121.22645000,31.32661950,4
121.22626310,31.32671123,4
121.22605560,31.32682288,5
121.22605570,31.32682285,4
121.22590669,31.32690938,5
121.22590657,31.32690940,4
121.22576633,31.32699602,4
121.22560898,31.32709996,4
121.22545876,31.32720582,4
121.22531951,31.32731060,4
121.22520574,31.32740108,4
121.22476966,31.33226792,0
121.22515861,31.32744228,5
121.22515801,31.32744107,4
121.22511400,31.32747757,4
121.22512398,31.32748105,0
121.22512398,31.32748105,0
121.22512398,31.32748105,0
121.22512398,31.32748105,0
121.22512398,31.32748105,0
121.22512398,31.32748105,0
121.22507549,31.32751217,5
121.22506937,31.32751630,4
121.22502048,31.32756008,4
121.22494286,31.32763009,4
121.22487458,31.32769417,4
121.22481123,31.32777592,0
121.22481123,31.32777592,0
121.22481123,31.32777592,0
121.22481123,31.32777592,0
121.22481123,31.32777592,0
121.22478210,31.32777470,2
121.22478942,31.32777768,5
121.22478942,31.32777764,4
121.22474381,31.32783316,0
121.22474381,31.32783316,0
121.22474381,31.32783316,0
121.22474381,31.32783316,0
121.22474490,31.32782488,5
121.22473974,31.32782673,5
121.22473471,31.32783374,4
121.22468705,31.32788336,4
121.22462357,31.32795103,4
121.22456765,31.32801295,4
121.22451488,31.32807444,4
121.22446378,31.32813447,4
121.22440942,31.32820109,4
121.22435107,31.32827466,4
121.22429001,31.32835491,4
