121.22329858,31.32999029,5
121.22329226,31.32999719,5
121.22329692,31.33001068,4
121.22331924,31.32992194,4
121.22334390,31.32983486,4
121.22338062,31.32972615,4
121.22341819,31.32960854,4
121.22345273,31.32951054,5
121.22345308,31.32951052,4
121.22348765,31.32942104,4
121.22352680,31.32932600,4
121.22356152,31.32924883,4
121.22359450,31.32918100,4
121.22362053,31.32912506,4
121.22365408,31.32905630,4
121.22368317,31.32899762,4
121.22372273,31.32892223,4
121.22375536,31.32886323,4
121.22379169,31.32879820,4
