121.23049930,31.33091402,4
121.23044306,31.33096753,4
121.23039053,31.33102091,4
121.23033424,31.33108180,4
121.23028714,31.33113666,4
121.23023648,31.33119917,4
121.23017182,31.33129071,4
121.23011607,31.33137471,4
121.23006810,31.33145268,4
121.23002316,31.33153512,4
121.22998571,31.33161795,4
121.22995250,31.33169338,4
121.22991653,31.33178033,4
121.22988696,31.33186000,5
121.22988686,31.33186095,5
121.22988686,31.33186094,4
121.22986324,31.33194269,4
121.22984676,31.33203017,4
121.22983493,31.33210530,4
