121.22990539,31.33184676,4
121.23018373,31.33130408,4
121.23074296,31.33071918,4
121.23129299,31.33014144,4
121.23176265,31.32948499,4
121.23184697,31.32900135,4
121.23200618,31.32912049,4
121.23241356,31.32827320,4
121.23286438,31.32739146,4
121.23284032,31.32698951,4
121.23349021,31.32702878,4
121.23359459,31.32711454,4
121.23355836,31.32737255,4
121.23314786,31.32733459,4
121.23311903,31.32734776,4
121.23412016,31.32747730,4
121.23466355,31.32773291,4
121.23341985,31.32663140,4
121.23468582,31.32516249,4
121.23532932,31.32394200,4
121.23541649,31.32388744,4
121.23525878,31.32440198,4
121.23257601,31.32661702,5
121.23257600,31.32661705,4
121.23194877,31.32629457,4
121.23100798,31.32603456,4
121.23002252,31.32601376,4
121.22998970,31.32601069,4
121.22944641,31.32598458,4
121.22964556,31.32575557,4
121.23004413,31.32585935,4
121.22856544,31.32587214,4
121.22768716,31.32602437,4
121.22697823,31.32640245,4
121.22644924,31.32661928,4
121.22636129,31.32647857,4
121.22670391,31.32622702,4
121.22681207,31.32621984,4
121.22616007,31.32514407,4
121.22549110,31.32697710,2
121.22548659,31.32698897,5
121.22548653,31.32698895,4
121.22474611,31.32759641,4
121.22428289,31.32835464,4
121.22426613,31.32837396,4
121.22396542,31.32882675,4
121.22378818,31.32865764,4
121.22366927,31.32900751,2
121.22367483,31.32901760,4
121.22336411,31.32970514,4
